,smiles,tpsa
273,Clc1ccc(CNCCCN2CCN(CCCNc3ccnc4cc(Cl)ccc34)CC2)cc1,43.43
274,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(Cl)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
275,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(F)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
276,O=S(=O)(NCCCN1CCN(c2ccccc2)CC1)c1ccc2ccccc2c1,52.650000000000006
277,Cc1nc2cc(-n3ncc(C(=O)c4cc5cc(C6CCN(C(C)C)CC6)ccc5[nH]4)c3N)ccc2[nH]1,108.62
278,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CC(=O)c4ccc(Cl)cc4)CC3)cc21,82.85
279,O=C(NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1)C1c2ccccc2Oc2ccccc21,69.73
280,CC1COc2c(N3CCN(CC(=O)c4ccc(Cl)cc4Cl)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,92.08
281,CCSc1ccccc1Oc1ccc(S(=O)(=O)NCC2C[NH+]3CCN2CC3)cc1F,63.080000000000005
282,Cc1ccccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,65.78
283,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2F)CC1,65.78
284,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(Cl)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
285,CON=C(CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)c1ccc(Cl)cc1,87.37
286,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
287,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(F)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
288,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2cccc(F)c2)CC1,65.78
289,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(Cl)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
290,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C4CC4)CC3)c(F)cc2c1=O,65.78
291,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccccc4)CC3)c(F)cc2c1=O,65.78
292,OC(CNCCOc1ccc(Cl)cc1)COc1ccccc1,50.72
293,O=C(NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1)c1ccccc1C(=O)c1ccccc1,77.57000000000001
294,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(F)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
295,CC(=O)NCC1CN(c2ccc(N3CCN(CC=Cc4ccco4)CC3)c(F)c2)C(=O)O1,78.26
296,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(C)o4)CC3)c(F)c2)C(=O)O1,78.26
297,O=S(=O)(CCN1CCN(c2ccccc2O)CC1)c1ccc(Br)cc1,60.85000000000001
298,O=C(O)c1cc(CN2CCC(c3cccc(Cl)c3)CC2)c2ccccn2c1=O,62.02
299,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,74.57
300,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccccc4)CC3)cc21,65.78
301,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2F)CC1,65.78
302,O=S(=O)(CCN1CCN(c2ccccc2O)CC1)c1cc(Cl)ccc1Cl,60.85000000000001
303,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(F)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
304,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(Cl)cc2)CC1,65.78
305,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CC(=NO)c4ccc(F)cc4)CC3)cc21,98.37
306,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(c5ccccc5Cl)CC4)CC3)c(F)cc2c1=O,89.32999999999998
307,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(Br)cc2)CC1,65.78
308,O=C(CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)c1ccc(Cl)cc1,82.85
309,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(F)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
310,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1ccc(F)cc1,64.68
311,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2)CC1,65.78
312,O=C(O)c1cn(-c2ccc(F)cc2F)c2cc(N3CCNCC3)c(F)cc2c1=O,74.57
313,CN1CCN(C(=O)C(Cc2c[nH]c3ccccc23)Nc2ccnc3cc(Cl)ccc23)CC1,64.26
314,Cc1cccc(N2CCN(CC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CC2)c1,89.33000000000001
315,O=C(CCN1CCC(Cc2ccccc2)CC1)c1ccc(O)c(O)c1[N+](=O)[O-],103.91
316,OC(CNCCOc1ccc(Cl)cc1)COc1ccccc1,50.72
317,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(C(c5ccccc5)c5ccccc5)CC4)CC3)c(F)cc2c1=O,89.32999999999998
318,O=C(Cc1c(Cl)cccc1Cl)NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1,60.50000000000001
319,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccccc4)CC3)cc21,65.78
320,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
321,O=C(C=Cc1ccc(O)c(O)c1)N1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,64.01
322,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
323,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(C)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
324,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CC(=NO)c4ccc(Cl)cc4)CC3)cc21,98.37
325,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,65.78
326,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(C)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
327,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(Cl)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
328,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CC(=NO)c4ccc(Cl)cc4)CC3)cc21,98.37
329,CC1COc2c(N3CCN(CC(=O)c4ccc(Cl)cc4Cl)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,92.08
330,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
331,CN1CCN(c2ccc(NC=C3C(=O)NC(=O)c4ccc(-c5ccccc5)cc43)cc2)CC1,64.68
332,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(F)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
333,COc1ccccc1N1CCN(CCN2C(=O)CC(c3ccc(Cl)cc3)CC2=O)CC1,53.09
334,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2)CC1,65.78
335,COc1ccccc1N1CCN(CCN2C(=O)CC(c3ccccc3)CC2=O)CC1,53.09
336,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccccc4)CC3)cc21,65.78
337,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
338,O=S(=O)(CCN1CCN(c2ccccc2O)CC1)c1ccc(Cl)cc1,60.85000000000001
339,CC1COc2c(N3CCN(CC(=O)c4ccc(Br)cc4)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,92.08
340,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(c5cccc(C(F)(F)F)c5)CC4)CC3)c(F)cc2c1=O,89.32999999999998
341,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
342,CC1COc2c(N3CCN(CC(=O)c4ccc(Cl)cc4)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,92.08
343,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCCNCC3)c(F)cc2c1=O,74.57
344,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccccc4)CC3)cc21,65.78
345,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccc(N)cc4)CC3)cc21,91.8
346,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(Cl)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
347,CC(=O)NCC1CN(c2ccc(N3CCN(CC=Cc4ccco4)CC3)c(F)c2)C(=O)O1,78.26
348,CC1CCN(CCN2CCN(c3nc4cc(O)c5c(c4s3)C(=O)c3cccc(O)c3C5=O)CC2)CC1,97.21
349,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(C)o4)CC3)c(F)c2)C(=O)O1,78.26
350,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
351,O=C(Cc1ccc(Cl)cc1Cl)NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1,60.50000000000001
352,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(Br)cc2)CC1,65.78
353,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
354,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,65.78
355,CON=C(CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)c1ccc(Cl)cc1Cl,87.37
356,OC(CNCCOc1ccccc1)COc1ccccc1,50.72
357,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
358,CN1CCN(c2c(F)c(OCc3ccccc3)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,75.00999999999999
359,O=C(CCN1CCN(C(=O)c2ccccc2)CC1)c1ccc(Br)cc1,40.620000000000005
360,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
361,O=[N+]([O-])c1ccc2c(c1)c(OCc1ccccc1)nn2CCOCCN1CCN(CC=Cc2ccccc2)CC1,85.89999999999999
362,Nc1ccc(CN2CC3CCCC[NH+]3CC2c2cccc(Cl)c2)cc1F,33.7
363,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(Cl)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
364,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccc(CN5CCN(c6ccccc6F)CC5)cc4)CC3)c(F)cc2c1=O,72.26
365,CN(C)CCN(CCN(C)C)c1cccc(C(=O)N2CCc3ccc(O)cc3C2)c1,50.260000000000005
366,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
367,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(c5ccc(Cl)cc5)CC4)CC3)c(F)cc2c1=O,89.32999999999998
368,O=C(O)c1cc(CN2CCC(c3ccc(Br)cc3)CC2)c2ccccn2c1=O,62.02
369,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
370,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(c5ccc(Cl)cc5)CC4)CC3)c(F)cc2c1=O,89.32999999999998
371,CCc1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCN(Cc2ccc(Cl)cc2)CC1,30.870000000000005
372,O=C(O)c1cn(-c2ccc(Cl)cc2Cl)c2cc(N3CCNCC3)c(F)cc2c1=O,74.57
373,CC(CCCl)CCN1CC2CCC[NH+]2CC1Cc1ccc(Cl)cc1,7.680000000000001
374,O=C(CCCc1ccccc1)NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1,60.50000000000001
375,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(c5ccccc5Cl)CC4)CC3)c(F)cc2c1=O,89.32999999999998
376,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
377,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
378,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(c5ccccc5)CC4)CC3)c(F)cc2c1=O,89.32999999999998
379,CCc1ncnc(-c2ccc(C(=O)N3CCOCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,94.23
380,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)N2CCN(C)C(C)C2C)c1,93.22
381,CS(=O)(=O)c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,46.17
382,CN1CCOC2CN(c3ccc(CC(C#N)NC(=O)C4NC5CCC4C5)c(F)c3)CCC21,80.63
383,CCSc1nnnn1-c1cccc(C(=O)O)c1,80.9
384,O=C(CSCc1ccccc1)Nc1ccccc1,29.1
385,Cc1ccc(CNC2=CC(=O)c3ccccc3C2=O)cc1,46.17
386,O=C(NCc1ccco1)c1cccc(C(F)(F)F)c1,42.24
387,COc1ccc(NC(=O)c2cnn(-c3ccc(C)cc3)c2-n2cccc2)cc1OC,70.31
388,COc1ccc(CNCC(O)c2ccco2)c(Cl)c1OC,63.86
389,COc1ccc(S(=O)(=O)N2CCCC(C(=O)N3CCCCCC3)C2)cc1,66.92
390,CCc1ccccc1NC(=O)N1CCOC(c2ccccc2F)C1,41.57000000000001
391,Cc1nc2cnc(N3CCNCC3)nc2n(C2CC2)c1=O,75.94
392,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4c3CC(=O)N4)n2)CC1,101.49
393,COC(=O)CCS(=O)(=O)Nc1ccc(F)cc1,72.47
394,COc1cccc(CN(C)C(=O)CNC(=O)c2cccc(Br)c2)c1,58.64
395,COc1ccc(CN2CCCN(Cc3cc4ccccc4o3)CC2)cc1,28.85
396,Oc1ccc(C2=Cc3cc(CN4CCOCC4)c(O)cc3OC2)cc1,62.16000000000001
397,Cc1cccc2c1N(CC(=O)Nc1ccccc1)C(=O)C2=O,66.48
398,Cc1ccc(NC(=O)c2ccnc(Cl)c2)cc1N1CCOC1=O,71.53
399,CC1=Nc2ccc(Cl)cc2C(c2ccccc2)N1CCN(C)C,18.84
400,CC(NC(=O)CCN1CCC(c2nc(-c3ccccn3)no2)CC1)c1ccccc1,84.15
401,CC(Nc1nccc(N2C(=O)OCC2C(C)C)n1)c1cccs1,67.35000000000001
402,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(Br)c2)CC1,35.58
403,CCNS(=O)(=O)C1CCN(C(=O)Nc2ccc(-n3cccn3)cc2)C1,96.33
404,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CC(F)C2)CC1,82.19
405,COc1ccc(NC(=O)COC(C)=O)cc1Cl,64.63
406,COC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,55.4
407,CCN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)CC1,75.01
408,CC(O)CC(C)(C)CNC(=O)N(C)C(C)c1cc(F)ccc1F,52.57
409,CC(C)C(=O)Nc1ncc(C(F)(F)F)cc1Cl,41.99
410,Cc1ncc(C(CNC(=O)c2c(Cl)cccc2Cl)CC2CC2)cn1,54.88
411,COCCN1Cc2cccc(C(=O)Nc3cccnc3)c2C1=O,71.53
412,CN1CCC(c2ccc(Cl)cc2)C(CSCC(N)=O)C1,46.33
413,Cc1ccc2c(c1)C(NC1CC1)CC21CCNCC1,24.06
414,CC(C)(C)C(=O)Nc1ccccc1C(=O)NCc1ccco1,71.34
415,CCOC(=O)c1c(-c2cccc(F)c2)csc1N,52.32
416,COc1ccc(-c2noc(C3CCCN(C(=O)Nc4ccc(C)cc4)C3)n2)cc1,80.49000000000001
417,Cc1nn(C)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,46.92
418,CCC(C)NC(=O)C1=CC(c2ccc3c(c2)OCO3)=NS(=O)(=O)N1C,97.3
419,CCOC(=O)c1oc2ccccc2c1NC(=O)COC,77.77
420,FC(F)(F)c1cnc(Nc2ccc(C3CNCCO3)cc2)nc1,59.07000000000001
421,CCN(CC)C(=O)Nc1ccnc(-c2ccncc2)n1,71.01
422,Cn1c2c(c3ccccc31)CC1(O)C3Cc4ccc(O)c5c4C1(CCN3CC1CC1)C2O5,57.86
423,c1ccc(C(OCCN2CCN(Cc3cccc4ccccc34)CC2)c2ccccc2)cc1,15.71
424,CNC(=O)c1nnc(Cc2ccc(F)cc2)o1,68.02000000000001
425,Cc1nn(C(C)(C)C)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,46.92
426,CN(Cc1ncc2ccccc2c1CN)C1CCCc2cccnc21,55.040000000000006
427,COc1ccc(NC(=O)c2cccs2)cc1OC,47.56
428,Cc1ccc(CNCC2(F)CCN(C(=O)c3ccoc3)CC2)nc1,58.370000000000005
429,CCOc1ccc(C(=O)NCc2ccccc2OC)cc1,47.56
430,CCOC(=O)C1=C(C)C(C=C(C#N)c2nc(N)nc(N(C)C)n2)=NC1C,130.38
431,COCCn1cc[nH+]c1C1CCN(C(=O)C(C)n2cncn2)CC1,79.32000000000001
432,COc1ccc2c(c1)C=C(C(=O)NCCc1cn3ccccc3n1)CO2,64.86
433,O=C(Nc1ccncc1)C1CCN(S(=O)(=O)c2cccs2)CC1,79.37
434,COC(=O)c1c(-c2cccc(OC)c2)csc1N,61.55
435,CN1CCN(c2ccc(C(=O)N3CCC(F)(F)C(=CC(=O)NCc4ccccn4)c4ccccc43)c(Cl)c2)CC1,68.78
436,CCCN1COc2cc3c(cc2C1=O)OC1CCCN1C3=O,59.08
437,C#CCOc1ccc(C2CC(=O)Nc3c2c(=O)nc(SCc2ccc(C)cc2)n3C)cc1OC,82.45
438,CSc1ccc(S(=O)(=O)NC2CC3CCC2C3)cc1,46.17
439,Cc1nc(CN(C)C2CCCN(c3cccnn3)C2)no1,71.18
440,Cc1noc(C)c1NC(=O)N(CCCO)C1CCc2ccccc21,78.60000000000001
441,Cn1cc(C(=O)N2CCC(CN3CCOCC3)C2)c(-c2ccccc2)n1,50.60000000000001
442,O=C(NCCN1CCC(Cc2ccccc2)CC1)c1ccccc1,32.34
443,CCCN(CCC)C1CCc2cccc(O)c2C1,23.47
444,O=C(O)c1cn(C2CC2)c2c(F)c(N3C4CCC3CC4)c(F)cc2c1=O,62.54
445,O=C(COc1ccc2c(c1)CCC2)Nc1ccccn1,51.22
446,CCNC(=O)NCCc1ccc2[nH]c3c(c2c1)CC1(O)C2Cc4ccc(O)c5c4C1(CCN2CC1CC1)C3O5,109.85
447,OC(COc1cccc2ccccc12)CN1CCN(c2ccc(Cl)cc2)CC1,35.940000000000005
448,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,74.57
449,O=C(NC1CCN(Cc2ccc3c(c2)OCCO3)CC1)c1cc(=O)c2ccc(F)cc2o1,81.01
450,O=C(CN1C(=O)CSc2ccc(C(F)(F)F)cc21)Nc1ccccc1,49.41
451,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCSC3)cc21,62.540000000000006
452,Cc1ccc(-n2nnnc2CNC(=O)C(C)(C)C)cc1C,72.7
453,CC(=O)NC(C)Cc1ccc(C#Cc2cnc(N(C)C)nc2)cc1,58.120000000000005
454,CC(O)CN=c1cc(-c2ccccc2)oc2ccc(Cl)cc12,45.73
455,Cn1c(C(=O)NCCN2CCOCC2)cc2sccc21,46.5
456,CN1CCN(C(=O)COc2cccc3ccccc23)CC1,32.78
457,CS(=O)(=O)C1CCC(OC(=O)c2sccc2SC(F)F)C1,60.440000000000005
458,CCC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,50.80000000000001
459,COc1ccc(Cl)cc1CNC1CCCNC1c1ccccc1,33.29
460,CON=C(COCc1noc(C(C)(C)C)n1)C(CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1,93.21
461,Cn1c2c(c3ccccc31)CC1(O)C3Cc4ccc(O)c5c4C1(CCN3CC1CC1)C2O5,57.86
462,CCN(c1ncccn1)C1CCN(CC2CN(C(CC3CCC3)C(=O)O)CC2c2cccc(F)c2)CC1,72.80000000000001
463,Cc1nc(NCCc2ccc(Cl)cc2)cc(C(=O)N2CCOCC2)n1,67.35000000000001
464,NC(=O)COc1ccc(NC(=O)c2ccco2)cc1,94.56000000000002
465,CCCOc1ccc(N2CC(C(=O)Nc3nccs3)CC2=O)cc1,71.53
466,CCC1c2ccc(F)cc2C([NH2+]C)C1C,16.61
467,O=C(Nc1ccc(F)cc1)C1COc2ccccc2O1,47.56
468,CC(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,82.03
469,COC(=O)c1cccc2c1S(=O)OC2(c1ccccc1)c1ccccc1,52.60000000000001
470,CCCNC(=O)Nc1nc2ccccc2s1,54.02
471,Oc1c(CN2CCN(c3ccc(F)cc3)CC2)cc(Cl)c2cccnc12,39.6
472,CNC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,61.8
473,CC(=O)N1CCc2[nH]c3ccc(NS(C)(=O)=O)cc3c2C1,82.27000000000001
474,CNc1ccccc1S(=O)(=O)c1ccccc1,46.17
475,COc1ccc(CNC(=O)NCc2nc(C)c(C)s2)cn1,76.14
476,CN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1,31.4
477,N#CCC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,74.59
478,Cn1nc(-c2ccccc2)cc1C(=O)NCC1(CO)CC1,67.15
479,O=C(Nc1cccc(CC[NH+]2CCCC2)c1)N1CCCC2CCCC21,36.78
480,COc1cc2c(cc1OC)C(c1ccccc1)NCC2,30.49
481,CCCNC(=O)C1CCN(C(=O)C2CC=CCC2)C1C,49.41
482,NCCC(=O)N1N=C(c2cc(F)ccc2F)SC12CCOc1ccccc12,67.92
483,Nc1ncnc2c1ncn2CC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,96.33
484,CC1CCC(C[NH2+]C(C)CC2CCCCC[NH2+]2)CC1,33.22
485,Clc1ccc2c(NCCCN3CCN(C4C5CC6CC(C5)CC4C6)CC3)ccnc2c1,31.4
486,CCOc1ccccc1-c1ncc(C(=O)O)c(=O)[nH]1,92.28
487,O=C(O)c1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1,83.47
488,CS(=O)(=O)N1N=C(c2ccccc2)CC1c1cccs1,49.74
489,CCC(C#N)NC(=O)c1cc(C)n(-c2ccc(OC)cc2)n1,79.94
490,CC(=O)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,36.440000000000005
491,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)c(Cl)c21,88.56
492,CN(C)C1CCC2C3CCc4cc(O)ccc4C3CCC21C,23.47
493,CC(C)C(C)N=c1c(O)c(O)c1=Nc1ccc(C#N)cc1,88.97
494,CN(C(=O)Cc1ccccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,23.550000000000004
495,COc1ccc2c(CCNC(C)=O)cccc2c1,38.33
496,N#Cc1ccc2c(c1)CN(CCC1CCC(NC(=O)C3CCCN3)CC1)CC2,68.16
497,O=C(CN1CCOCC1)Nc1ccc2c(c1)OCO2,60.03
498,Cc1ccccc1C(=O)Nc1ccccc1,29.1
499,COc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1,65.96
500,CC(C)(C)c1ccc(C=C2Oc3cc(OCC#N)ccc3C2=O)cc1,59.32
501,COc1ccc(C2=Nn3c(C)nnc3SC2)cc1,52.3
502,COc1ccc(OC)c(C2CCCN2CN2C(=O)C(=O)c3ccccc32)c1,59.080000000000005
503,CC(=O)Nc1ccc(C(=O)c2ccccc2)cc1,46.17
504,CN1CC=C(c2ccc(CC(C#N)NC(=O)C3NC4CCC3C4)c(F)c2)CC1,68.16
505,CCc1nnc2n1CCN(C(=O)c1ccc(C)c(S(N)(=O)=O)c1)C2,111.18
506,CCC(=O)NC1CC(=O)N(c2ccc3c(c2)OCCO3)C1,67.87
507,CCCN1CCN(Cc2ccc(C(=O)Nc3ccc(Cl)cc3)cc2)CC1,35.58
508,Cc1csc(NC(=O)CSCC(=O)Nc2ccccc2)n1,71.09
509,N#CCSc1cccc(C(=O)N2CCCCC2c2ncc[nH]2)c1,72.78
510,Cc1ccccc1NC(=O)C1CC(=O)N(c2ccccc2F)C1,49.41
511,CC(C)CS(=O)(=O)Cc1cc(=O)n2ccccc2n1,68.51
512,COc1ccc(NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1,44.81
513,CCN(C(=O)CN1CCOCC1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,113.66
514,O=C(NCc1cccnc1OCC(F)(F)F)N1CCOCC1,63.69
515,O=C(C1CCOC1)N1CC2C(CNc3nc(-c4ccccn4)cs3)C2C1,67.35
516,COc1cccc(N2CCN(Cc3coc(-c4cccc(F)c4)n3)CC2)c1,41.74
517,COC(O)=C1C(C)=Nc2ncnn2C1c1ccc(C)o1,85.67
518,CCOc1ccc(C(=O)Nc2nncs2)cc1OCC,73.34
519,CC(=O)Nc1nc(CN2CCN(Cc3[nH+]ccn3C)C(C)C2)cs1,67.54
520,CC(=O)N1CCc2cc(CNS(=O)(=O)c3ccc(F)cc3)ccc21,66.48
521,CCC(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,82.03
522,CN(Cc1cn2c(n1)CN(C(N)=O)CC2)Cc1ccco1,80.53000000000002
523,CN(C)C1CCN(c2ccc(-c3ccccc3)nn2)C1,32.260000000000005
524,CCc1ccc(OCC(=O)Nc2nnc(CC)s2)cc1,64.11
525,CCNc1oc(C=Cc2ccc(OCC)cc2)nc1C#N,71.08000000000001
526,CC1CCCN(S(=O)(=O)c2cccc3nonc23)C1,76.30000000000001
527,CN(C)CCN1CCC(Nc2nc3ccccc3n2Cc2ccc(F)cc2)CC1,36.33
528,CCNCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1,43.43
529,Cc1nn2cc(Cn3c[nH+]c(-c4ccccc4)c3C3CCOC3)nc2s1,58.49000000000001
530,C=CCn1c(=N)n(CC(O)c2ccc(Cl)c(Cl)c2)c2ccccc21,53.94
